employeeTotal,employeeTotalM,sepEmp,sepEmpM,retEmpPerc,retEmpPercM,perPopEmp,perPopSepEmp,JurisdictionName,PostalAbbreviation,ProfileYear,FIPSCode,HHSRegion,Participation,REGION,GovClassification,governance,structure,size,density,regularPositionTotal,regularFTETotal,tempEmployeeTotal,tempFTETotal,positionTotal,fteTotal,positionsLHD,positionsRHD,positionsSHDCent,positionsSHDOut,workforceDevDir,vacPositions,vacPerc,perPopFTE,perPopVacPositions,attritionType,attritionYear,attritionCause,attritionValue,attritionNumerator,attritionDenominator,JurisdictionType,FYPop,turnoverRateM,turnoverRate,perPopQuarEmp,perPopQuarEmpLabel,turnoverRateQuar,turnoverRateQuarLabel,perPopQuarSepEmp,perPopQuarSepEmpLabel,retEmpPercQuar,perPopEmpN,perPopSepEmpN,turnoverRateN,retEmpPercN
,1,,1,,1,,,South Carolina,SC,2012,45,4,Did not complete Profile Survey,South,Centralized,Centralized/Largely Centralized,,2 million to 10 million,100.1 - 500 people per square mile,,,,,,,,,,,,,,,,Employees,2011,Separated,,,,1,4671994,1,,,,,,,,,,,,
,0,41,0,,1,,2.212266424,Nebraska,NE,2012,31,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,464,462.15,,,464,462.15,,,,,No,18,3.879310345,24.93655921,0.971238918,Employees,2011,Separated,,41,,1,1840672,1,,,,,,2,2 (1.6 - 4),,,,,
,0,286,0,,1,,7.489236187,Oklahoma,OK,2012,40,6,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2128,2029.96,,,2128,2029.96,1074,,834,,Yes,33,1.55075188,53.1568178,0.864142637,Employees,2011,Separated,,286,,1,3788379,1,,,,,,4,4 (7.4 - 35.7),,,,,
,0,25,0,,1,,0.569950478,Kentucky,KY,2012,21,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,478,470,,,478,470,,,376,,Yes,37,7.740585774,10.71506899,0.843526708,Employees,2011,Separated,,25,,1,4369821,1,,,,,,1,1 (0.6 - 1.6),,,,,
,1,274,0,,1,,4.245496288,Tennessee,TN,2012,47,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3050,3046,,,3050,3046,1097,738,1211,,Yes,,,47.19628355,,Employees,2011,Separated,,274,,1,6399291,1,,,,,,3,3 (4 - 7.4),,,,,
,0,,1,,1,,,New York,NY,2012,36,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,3306,3127,,,3306,3127,,849,2457,,Yes,150,4.537205082,15.97614502,0.766364487,Employees,2011,Separated,,,,1,19499241,1,,,,,,,,,,,,
,1,,1,,1,,,Oregon,OR,2012,41,10,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,658,633.02,,,658,633.02,,61,640,,Yes,,,16.23544082,,Employees,2011,Separated,,,,1,3872036,1,,,,,,,,,,,,
,1,85,0,,1,,0.659809307,Illinois,IL,2012,17,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,,1057,,,,1057,,520,534,,No,187,,8.204922798,1.451580476,Employees,2011,Separated,,85,,1,12867454,1,,,,,,1,1 (0.6 - 1.6),,,,,
,0,10.4,0,,1,,1.483222472,North Dakota,ND,2012,38,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,Less than 2 million,Less than 20 people per square mile,339,331,,,339,331,,,332,,No,5,1.474926254,47.20640752,0.713087727,Employees,2011,Separated,,10.4,,1,685225,1,,,,,,1,1 (0.6 - 1.6),,,,,
,1,,1,,1,,,Nevada,NV,2012,32,9,Did not complete Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,,2 million to 10 million,20 - 100 people per square mile,,,,,,,,,,,,,,,,Employees,2011,Separated,,,,1,2712730,1,,,,,,,,,,,,
,0,23,0,,1,,1.736855778,New Hampshire,NH,2012,33,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,318,244,,,318,244,,,,,No,10,3.144654088,18.42577434,0.755154686,Employees,2011,Separated,,23,,1,1320202,1,,,,,,2,2 (1.6 - 4),,,,,
,0,40,0,,1,,6.388857832,Vermont,VT,2012,50,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,538,445,,,538,445,,184,354,,No,24,4.460966543,71.07604338,3.833314699,Employees,2011,Separated,,40,,1,627049,1,,,,,,3,3 (4 - 7.4),,,,,
,0,55,0,,1,,0.961545186,Wisconsin,WI,2012,55,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,421,394.45,,,421,394.45,,21.85,372.6,,Yes,31,7.363420428,6.896027245,0.541961832,Employees,2011,Separated,,55,,1,5705288,1,,,,,,1,1 (0.6 - 1.6),,,,,
,1,133,0,,1,,1.928358439,Washington,WA,2012,53,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,,1649.76,,,,1649.76,,285,1279,,Yes,25,,23.91976405,0.362473391,Employees,2011,Separated,,133,,1,6826627,1,,,,,,2,2 (1.6 - 4),,,,,
,1,4,0,,1,,7.407407407,American Samoa,AS,2012,60,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,180,180,,,180,180,,,,,No,,,333.3333333,,Employees,2011,Separated,,4,,2,54000,1,,,,,,3,3 (4 - 7.4),,,,,
,0,198,0,,1,,1.550859011,Pennsylvania,PA,2012,42,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Mixed,Mixed,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1255,1255,,,1255,1255,,712,543,,No,55,4.38247012,9.829939694,0.43079417,Employees,2011,Separated,,198,,1,12745815,1,,,,,,1,1 (0.6 - 1.6),,,,,
,0,156,0,,1,,1.575529999,Georgia,GA,2012,13,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,1009,1001,,,1009,1001,,182,739,,Yes,20,1.982160555,10.10965083,0.201991026,Employees,2011,Separated,,156,,1,9802431,1,,,,,,1,1 (0.6 - 1.6),,,,,
,0,192,0,,1,,1.969336608,North Carolina,NC,2012,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,1840,1827.91,,,1840,1827.91,,791,,,No,272,14.7826087,18.7488025,2.789893529,Employees,2011,Separated,,192,,1,9657592,1,,,,,,2,2 (1.6 - 4),,,,,
,1,36,0,,1,,3.413548564,Rhode Island,RI,2012,44,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,,390,,,,390,,,,,No,67,,36.98010944,6.352993161,Employees,2011,Separated,,36,,1,1053649,1,,,,,,2,2 (1.6 - 4),,,,,
,0,1,0,,1,,5.555555556,Republic of Palau,PW,2012,70,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,193,191.5,,,193,191.5,,,,,,5,2.590673575,1063.888889,27.77777778,Employees,2011,Separated,,1,,2,18000,1,,,,,,3,3 (4 - 7.4),,,,,
,0,52,0,,1,,8.189956593,District of Columbia,DC,2012,11,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,More than 500 people per square mile,815,798,,,815,798,,,,,No,71,8.711656442,125.6843339,11.18244073,Employees,2011,Separated,,52,,1,619800,1,,,,,,4,4 (7.4 - 35.7),,,,,
,0,268,0,,1,,8.981787081,Mississippi,MS,2012,28,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2349,2338,,,2349,2338,1149,250,950,,Yes,118,5.023414219,78.35603804,3.954667446,Employees,2011,Separated,,268,,1,2978731,1,,,,,,4,4 (7.4 - 35.7),,,,,
,1,302,0,,1,,4.53248947,Massachusetts,MA,2012,25,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,3063,2932.15,,,3063,2932.15,,181,,,No,,,44.00642053,,Employees,2011,Separated,,302,,1,6613583,1,,,,,,3,3 (4 - 7.4),,,,,
,1,,1,,1,,,Montana,MT,2012,30,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,Less than 20 people per square mile,199,191.95,,,199,191.95,,,,,Yes,,,19.12265898,,Employees,2011,Separated,,,,1,997316,1,,,,,,,,,,,,
,0,105,0,,1,,0.899683351,Pennsylvania,PA,2016,42,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Mixed,Mixed,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1622,1105,,,1622,1105,0,472,1150,0,Yes,77,4.747225647,8.644783499,0.602396678,Employees,2013,Separated,,105,,1,12776309,1,,,,,,1,1 (0 - 1.6),,,,,
,0,0,1,,1,,,Federated States of Micronesia,FM,2016,64,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,83,83,,,83,83,,,,,No,8,9.638554217,75.45454546,7.272727273,Employees,2013,Separated,,0,,2,109000,1,,,,,,,,,,,,
,0,243,0,,1,,4.057738164,Missouri,MO,2016,29,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1709,1878.05,,,1709,1878.05,,840,968,,Yes,98,5.734347572,30.85277392,1.609952794,Employees,2013,Separated,,243,,1,6040715,1,,,,,,2,2 (1.6 - 4.3),,,,,
,0,26,0,,1,,2.674782154,Idaho,ID,2016,16,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,287,228,,,287,228,0,0,228,0,No,8,2.787456446,13.55222958,0.475516827,Employees,2013,Separated,,26,,1,1611206,1,,,,,,2,2 (1.6 - 4.3),,,,,
,0,135,0,,1,,2.138518125,Washington,WA,2016,53,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,1762,1575.7,,,1762,1575.7,5,268,1482,6,Yes,30,1.70261067,21.60040391,0.411253486,Employees,2013,Separated,,135,,1,6963985,1,,,,,,2,2 (1.6 - 4.3),,,,,
,0,45,0,,1,,1.306841405,Kentucky,KY,2016,21,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,521,510,,,521,510,,,489,,No,30,5.75815739,11.49119166,0.675952451,Employees,2013,Separated,,45,,1,4404659,1,,,,,,1,1 (0 - 1.6),,,,,
,0,379,0,,1,,4.744292165,Virginia,VA,2016,51,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,4507,3682,,,4507,3682,2591,,837,,Yes,65,1.442201021,43.78066103,0.772879676,Employees,2013,Separated,,379,,1,8252427,1,,,,,,3,3 (4.4 - 7.8),,,,,
,0,295,0,,1,,4.814919027,Tennessee,TN,2016,47,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3151,2913,,,3151,2913,1188,611,1352,0,No,50,1.586797842,43.83080976,0.752331098,Employees,2013,Separated,,295,,1,6494340,1,,,,,,3,3 (4.4 - 7.8),,,,,
,1,,1,,1,,,Maine,ME,2016,23,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,582,492,,,582,492,,,,,Yes,,,36.95588654,,Employees,2013,Separated,,,,1,1328009,1,,,,,,,,,,,,
,0,469,0,,1,,9.088260996,Puerto Rico,PR,2016,72,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,4919,4894,,,4919,4894,,,,,No,128,2.60215491,142.5575299,3.728517332,Employees,2013,Separated,,469,,2,3615000,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,113,0,,1,,1.688195175,Indiana,IN,2016,18,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,754,741,,,754,741,1,199,554,0,Yes,26,3.448275862,11.16921986,0.391902451,Employees,2013,Separated,,113,,1,6568713,1,,,,,,2,2 (1.6 - 4.3),,,,,
,0,48,0,,1,,18.45238095,Guam,GU,2016,66,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,432,422,,,432,422,,,,,No,37,8.564814815,251.1904762,22.02380952,Employees,2013,Separated,,48,,2,167000,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,,1,,1,,,Wyoming,WY,2016,56,8,Completed Profile Survey,Mountain/Midwest,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,247,212,,,247,212,91,0,15,0,No,11,4.453441296,36.28801041,1.882868465,Employees,2013,Separated,,,,1,582122,1,,,,,,,,,,,,
,1,21,0,,1,,0.363317153,Connecticut,CT,2016,9,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,709,701.98,,,709,701.98,4,,621,,Yes,,,19.6185673,,Employees,2013,Separated,,21,,1,3594841,1,,,,,,1,1 (0 - 1.6),,,,,
,1,2,0,,1,,0.007164758,Texas,TX,2016,48,6,Completed Profile Survey,South,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,11920,11181,,,11920,11181,,9397,2523,,No,,,40.05458113,,Employees,2013,Separated,,2,,1,26480266,1,,,,,,1,1 (0 - 1.6),,,,,
,0,28,0,,1,,0.586800509,Oregon,OR,2016,41,10,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,768,673.32,,,768,673.32,0,61,707,0,Yes,34,4.427083333,16.46268829,0.831300722,Employees,2013,Separated,,28,,1,3922468,1,,,,,,1,1 (0 - 1.6),,,,,
,0,398,0,,1,,13.54552198,Arkansas,AR,2016,5,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2299,2275,,,2299,2275,1320,100,879,,No,24,1.043932144,76.08904325,0.802697599,Employees,2013,Separated,,398,,1,2959400,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,87,0,,1,,8.746776602,Delaware,DE,2016,10,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,736.5,712.9,,,736.5,712.9,,,,,Yes,69,9.368635438,75.12743421,7.271416693,Employees,2013,Separated,,87,,1,923576,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,87,0,,1,,5.406813568,West Virginia,WV,2016,54,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,818,684,,,818,684,0,76,608,0,No,24,2.93398533,37.35616647,1.310742683,Employees,2013,Separated,,87,,1,1853914,1,,,,,,3,3 (4.4 - 7.8),,,,,
,0,2,0,,1,,0.00970239,Florida,FL,2016,12,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,14419,13768,,,14419,13768,10213,0,4201,0,Yes,126,0.873847007,66.79125506,0.611250591,Employees,2013,Separated,,2,,1,19545621,1,,,,,,1,1 (0 - 1.6),,,,,
,0,,1,,1,,,Nebraska,NE,2016,31,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,457,453.4,,,457,453.4,,,,,No,21,4.595185996,23.79283129,1.102005861,Employees,2013,Separated,,,,1,1865279,1,,,,,,,,,,,,
,1,,1,,1,,,Michigan,MI,2016,26,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,0,474,,,0,474,,,,,No,,,4.76354573,,Employees,2013,Separated,,,,1,9913065,1,,,,,,,,,,,,
,0,37,0,,1,,4.639239483,North Dakota,ND,2016,38,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,Less than 2 million,Less than 20 people per square mile,404,355,,,404,355,,,377,,Yes,5,1.237623762,47.05514333,0.662748498,Employees,2013,Separated,,37,,1,722036,1,,,,,,3,3 (4.4 - 7.8),,,,,
,0,0,0,,1,,0.191238412,New Mexico,NM,2016,35,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,Less than 20 people per square mile,4000,3775,,,4000,3775,,800,150,,Yes,350,8.75,180.4812515,16.73336106,Employees,2013,Separated,,0,,1,2092273,1,,,,,,1,1 (0 - 1.6),,,,,
,0,46,0,,1,,7.948749491,Rhode Island,RI,2016,44,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,458,444,,,458,444,,,,,Yes,46,10.04366812,42.01481874,4.352886626,Employees,2013,Separated,,46,,1,1055081,1,,,,,,4,4 (7.8 - 44.4),,,,,
,1,,1,,1,,,Nevada,NV,2016,32,9,Completed Profile Survey,West,Largely Decentralized,Decentralized/Largely Decentralized,,2 million to 10 million,20 - 100 people per square mile,,1648,,,,1648,,,,,,,,56.48549834,,Employees,2013,Separated,,,,1,2775970,1,,,,,,,,,,,,
,0,,1,,1,,,Montana,MT,2016,30,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,Less than 20 people per square mile,205,195,,,205,195,,,,,Yes,10.5,5.12195122,18.734526,1.008782169,Employees,2013,Separated,,,,1,1013569,1,,,,,,,,,,,,
,0,254,0,,1,,10.10730477,Mississippi,MS,2016,28,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2015,2015,,,2015,2015,1092,,1007,,No,109,5.40942928,67.43781163,3.648000728,Employees,2013,Separated,,254,,1,2988711,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,21,0,,1,,0.86224213,Iowa,IA,2016,19,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,482,465.65,,,482,465.65,,,482,,No,19,3.941908714,14.87048325,0.60676298,Employees,2013,Separated,,21,,1,3092997,1,,,,,,1,1 (0 - 1.6),,,,,
,1,122,0,,1,,6.802150854,Kansas,KS,2016,20,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,,327.36,,,,327.36,,,,,No,101,,11.24622275,3.469784021,Employees,2013,Separated,,122,,1,2893212,1,,,,,,3,3 (4.4 - 7.8),,,,,
,0,666,0,,1,,20.9717185,Maryland,MD,2016,24,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,More than 500 people per square mile,9421,9069,,,9421,9069,3063,3841,2517,0,Yes,460,4.882708842,151.0663344,7.662422961,Employees,2013,Separated,,666,,1,5923188,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,,1,,1,,,Wisconsin,WI,2016,55,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,510,469.4,,,510,469.4,,46,414.4,,No,36.25,7.107843137,8.131478419,0.627963555,Employees,2013,Separated,,,,1,5736754,1,,,,,,,,,,,,
,1,0,1,,1,,,Marshall Islands,MH,2016,68,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,570,570,,,570,570,,,,,Yes,,,1187.5,,Employees,2013,Separated,,0,,2,51000,1,,,,,,,,,,,,
,0,167,0,,1,,3.069026929,Colorado,CO,2016,8,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1394,1328,,,1394,1328,25,0,1263,0,No,53,3.802008608,23.97451625,0.956814278,Employees,2013,Separated,,167,,1,5269035,1,,,,,,2,2 (1.6 - 4.3),,,,,
,0,,0,,1,,12.50512307,South Carolina,SC,2016,45,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3321,2991,,,3321,2991,,1538,1453,,Yes,79,2.378801566,60.32713402,1.593394713,Employees,2013,Separated,,,,1,4764080,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,146,0,,1,,1.143164606,Ohio,OH,2016,39,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1106,1075,,,1106,1075,,106,964,,Yes,80,7.233273056,9.239864299,0.687617808,Employees,2013,Separated,,146,,1,11576684,1,,,,,,1,1 (0 - 1.6),,,,,
,0,180,0,,1,,0.587227291,California,CA,2016,6,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,3524,3441,,,3524,3441,,1467,2057,,Yes,388,11.01021566,8.785430901,0.990626908,Employees,2013,Separated,,180,,1,38260787,1,,,,,,1,1 (0 - 1.6),,,,,
,1,,1,,1,,,Commonwealth of the Northern Mariana Islands,MP,2016,69,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,,50,,,,50,,,,,No,2,,98.03921569,3.921568628,Employees,2013,Separated,,,,2,52000,1,,,,,,,,,,,,
,1,386,0,,1,,7.751579359,Alabama,AL,2016,1,4,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2924,2576,,,2924,2576,1660,302,962,0,No,,,52.96569875,,Employees,2013,Separated,,386,,1,4830081,1,,,,,,3,3 (4.4 - 7.8),,,,,
,0,,1,,1,,,North Carolina,NC,2016,37,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1712,1924,,,1712,1924,,714,998,,No,140,8.177570094,18.9467274,1.378659998,Employees,2013,Separated,,,,1,9843336,1,,,,,,,,,,,,
,1,,1,,1,,,American Samoa,AS,2016,60,9,Did not complete Profile Survey,West,Island Area,Island Area,,Less than 2 million,More than 500 people per square mile,,,,,,,,,,,,,,,,Employees,2013,Separated,,,,2,53000,1,,,,,,,,,,,,
,0,99,0,,1,,1.364021641,New Jersey,NJ,2016,34,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,1067,1067,,,1067,1067,,31,,,No,198,18.55670103,12.02819083,2.232035412,Employees,2013,Separated,,99,,1,8856972,1,,,,,,1,1 (0 - 1.6),,,,,
,0,,1,,1,,,New Hampshire,NH,2016,33,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,236,227,,,236,227,,,,,Yes,12,5.084745763,16.91118351,0.893983269,Employees,2013,Separated,,,,1,1326622,1,,,,,,,,,,,,
,1,6,0,,1,,44.44444444,Republic of Palau,PW,2016,70,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,150,145,,,150,145,,,,,No,,,805.5555556,,Employees,2013,Separated,,6,,2,18000,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,170,0,,1,,1.84432177,Georgia,GA,2016,13,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,993,974,,,993,974,,191,669,135,Yes,64,6.445115811,9.454575811,0.621245228,Employees,2013,Separated,,170,,1,9972479,1,,,,,,2,2 (1.6 - 4.3),,,,,
,1,,1,,1,,,Louisiana,LA,2016,22,6,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,1165,1218,,,1165,1218,574,,,,Yes,,,26.03601649,,Employees,2013,Separated,,,,1,4624527,1,,,,,,,,,,,,
,0,282,0,,1,,7.767151923,Massachusetts,MA,2016,25,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,3040,2864,,,3040,2864,,,,,Yes,131,4.309210526,41.97193039,1.919805475,Employees,2013,Separated,,282,,1,6713315,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,,1,,1,,,New York,NY,2016,36,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,3588,3151,,,3588,3151,,722,2866,,Yes,508,14.15830546,16.04915861,2.587423857,Employees,2013,Separated,,,,1,19624447,1,,,,,,,,,,,,
,0,74,0,,1,,3.583324457,Utah,UT,2016,49,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1130,1012,,,1130,1012,,,1130,,Yes,60,5.309734513,33.26903074,1.972472178,Employees,2013,Separated,,74,,1,2897640,1,,,,,,2,2 (1.6 - 4.3),,,,,
,0,360,0,,1,,5.546693652,Arizona,AZ,2016,4,9,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1394,1375.25,,,1394,1375.25,0,0,762,0,Yes,24,1.721664276,19.81322194,0.345767916,Employees,2013,Separated,,360,,1,6632764,1,,,,,,3,3 (4.4 - 7.8),,,,,
,0,19,0,,1,,20.58823529,U.S. Virgin Islands,VI,2016,78,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,373,359,,,373,359,,,,,No,51,13.67292225,351.9607843,50,Employees,2013,Separated,,19,,2,104000,1,,,,,,4,4 (7.8 - 44.4),,,,,
,0,250,0,,1,,7.64072107,Oklahoma,OK,2016,40,6,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,2279,2206,,,2279,2206,1301,105,873,0,No,47,2.06230803,56.18476894,1.197046301,Employees,2013,Separated,,250,,1,3853214,1,,,,,,3,3 (4.4 - 7.8),,,,,
