Source,JurisdictionName,PostalAbbreviation,ProfileYear,FIPSCode,JurisdictionType,HHSRegion,Participation,region,GovClassification,governance,structure,size,density,employeeTotal,positionTotal,regularPositionTotal,tempEmployeeTotal,fteTotal,regularFTETotal,tempFTETotal,positionsLHD,positionsRHD,positionsSHDCent,positionsSHDOut,workforceDevDir,directorFTE,vacPositions,vacPerc,sepEmp,turnoverRate,perPopFTE,perPopEmp,perPopVacPositions,perPopSepEmp,perPopQuarEmp,perPopQuarFTE,perPopQuarVacPositions,vacPercQuar,vacPercQuarLabel,turnoverRateQuar,turnoverRateQuarLabel,perPopQuarSepEmp,perPopQuarSepEmpLabel,directorFTEQuar,occupationFunction,occupationClassification,positionType,occupationDataFlag,rawOccupationFTE,perPopOccupationFTE,rawFTEQuar,rawFTEQuarLabel,perPopOccFTEQuar,perPopOccFTEQuarLabel,PYPop,tempEmpRate,perPopQuarEmpLabel,perPopQuarFTELabel,perPopQuarVacPositionsLabel,tempEmpTotalQuar,tempEmpTotalQuarLabel,tempEmpRateQuar,tempEmpRateQuarLabel,rawOccupationFTEM,perPopOccupationFTEM,perPopFTEN,perPopEmpN,perPopVacPositionsN,perPopSepEmpN,vacPercN,rawOccFTEN,perPopOccFTEN,tempEmpRateN
WOCCCNA01,Republic of Palau,PW,2019,70,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,110,127,126,1,126,126,,,,,,No,,16,12.6984127,45,4.090909091,700,611.1111111,88.88888889,250,4,4,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,18000,0.090909091,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),3,3 (2.2 - 7.5),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,Oklahoma,OK,2019,40,All States,6,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1494,1822,1744,78,1629,1629,,988,,756,,No,,250,14.33486239,516,3.453815261,41.16785289,37.75615237,6.317963917,13.04027753,3,3,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,3956971,0.522088353,3 (33.1 - 60.6),3 (36 - 61.7),4 (5 - 242),2,2 (1.1 - 2.2),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,U.S. Virgin Islands,VI,2019,78,Island Areas,2,Completed Profile Survey,New England,Island Area,Island Area,Freestanding/independent,Less than 2 million,More than 500 people per square mile,350,401,401,,401,401,,,,,,No,,51,12.71820449,38,1.085714286,397.029703,346.5346535,50.49504951,37.62376238,4,4,4,4,4 (12.4% - 24.8%),2,2 (1 - 1.3),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,101000,,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),,,,,1,1,,,,,,,,
WOCCCNA01,New York,NY,2019,36,All States,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,2981,3687,3314,373,3280,3280,,0,564,2750,0,Yes,,333,10.04828002,35,0.117410265,16.86066628,15.32367262,1.711768863,0.179915646,1,2,2,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,19453561,1.251257967,1 (4.3 - 15.6),2 (15.9 - 35.9),2 (1 - 2.2),2,2 (1.1 - 2.2),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,American Samoa,AS,2019,60,Island Areas,9,Did not complete Profile Survey,West,Island Area,Island Area,,Less than 2 million,More than 500 people per square mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,47000,,,,,,,,,1,1,,,,,,,,
WOCCCNA01,Wyoming,WY,2019,56,All States,8,Completed Profile Survey,Mountain/Midwest,Mixed,Mixed,Under an umbrella,Less than 2 million,Less than 20 people per square mile,247,282,262,20,212,212,,71,0,8,0,Yes,,15,5.72519084,60,2.429149798,36.63009992,42.67752208,2.591752353,10.36700941,3,3,3,2,2 (4.9% - 6.9%),4,4 (1.8 - 4.7),3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,578759,0.809716599,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),3,3 (2.2 - 7.5),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,Commonwealth of the Northern Mariana Islands,MP,2019,69,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,366,785,487,298,278,278,,,,,,Yes,,121,24.84599589,69,1.885245902,556,732,242,138,4,4,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,50000,8.142076503,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Guam,GU,2019,66,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,,650,600,50,500,500,,,,,,No,,,,30,,295.8579882,,,17.75147929,,4,,,,,,4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,169000,,,4 (61.7 - 700),,4,4 (7.5 - 596),,,1,1,,,,,,,,
WOCCCNA01,Nebraska,NE,2019,31,All States,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,385,464,430,34,428,428,,0,0,,,No,,45,10.46511628,50,1.298701299,22.12563224,19.90272993,2.326293109,2.584770121,2,2,3,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1934408,0.883116883,2 (15.6 - 33),2 (15.9 - 35.9),3 (2.3 - 5),2,2 (1.1 - 2.2),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,Virginia,VA,2019,51,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Largely Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3505,4017,3570,447,3184,3184,,2735,199,1102,,Yes,,65,1.820728291,521,1.486447932,37.30294549,41.06370099,0.761523699,6.10390534,3,3,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,8535519,1.27532097,3 (33.1 - 60.6),3 (36 - 61.7),1 (0.1 - 0.9),3,3 (2.2 - 7.5),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,Rhode Island,RI,2019,44,All States,1,Completed Profile Survey,New England,Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,More than 500 people per square mile,,610,524,86,523.4,523.4,,0,0,524,0,Yes,,,,,,49.40714261,,,,,3,,,,,,,,,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1059361,,,3 (36 - 61.7),,4,4 (7.5 - 596),,,1,1,,,,,,,,
WOCCCNA01,Tennessee,TN,2019,47,All States,4,Completed Profile Survey,South,Mixed,Mixed,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3072,3225,3142,83,2918,2918,,1119,784,1239,,Yes,,70,2.227880331,324,1.0546875,42.7284471,44.98347824,1.025014153,4.74435122,3,3,2,1,1 (0.7% - 4.8%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,6829174,0.270182292,3 (33.1 - 60.6),3 (36 - 61.7),2 (1 - 2.2),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,New Jersey,NJ,2019,34,All States,2,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,More than 500 people per square mile,,7073,6288,785,5971,5971,,,,,,Yes,,,,428,,67.224412,,,4.818631441,,4,,,,,,3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,8882190,,,4 (61.7 - 700),,4,4 (7.5 - 596),,,1,1,,,,,,,,
WOCCCNA01,Wisconsin,WI,2019,55,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,373,567,427,140,419.1,419.1,,0,27,478,62,No,,54,12.64637002,47,1.260053619,7.198020622,6.406255528,0.927447181,0.807222546,1,1,1,4,4 (12.4% - 24.8%),2,2 (1 - 1.3),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,5822434,3.753351206,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Georgia,GA,2019,13,All States,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,909,1116,1012,104,985.5,985.5,,0,122,605,0,Yes,,103,10.17786561,159,1.749174918,9.281913323,8.561399503,0.970103574,1.497538527,1,1,2,3,3 (6.9% - 12.4%),3,3 (1.3 - 1.7),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,10617423,1.144114411,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,Louisiana,LA,2019,22,All States,6,Completed Profile Survey,South,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,1313,1422,1399,23,1357.2,1357.2,,1422,777,645,,Yes,,86,6.147248034,147,1.119573496,29.19466855,28.24388433,1.849942157,3.162110431,2,2,2,2,2 (4.9% - 6.9%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,4648794,0.175171363,2 (15.6 - 33),2 (15.9 - 35.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,South Carolina,SC,2019,45,All States,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,3402,4128,3652,476,3176,3176,,1243,1593,1640,0,Yes,,250,6.845564075,575,1.690182246,61.68530627,66.07475187,4.855581413,11.16783725,4,3,3,2,2 (4.9% - 6.9%),3,3 (1.3 - 1.7),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,5148714,1.399176955,4 (60.6 - 1220),3 (36 - 61.7),3 (2.3 - 5),4,4 (7.5 - 596),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,Marshall Islands,MH,2019,68,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Under an umbrella,Less than 2 million,More than 500 people per square mile,549,832,590,242,,,,,,,,No,,41,6.949152542,39,0.710382514,,1220,91.11111111,86.66666667,4,,4,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,45000,4.408014572,4 (60.6 - 1220),,4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Kansas,KS,2019,20,All States,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,20 - 100 people per square mile,1163,1529,1470,59,1435.52,1435.52,,11,120,41,1298,No,,307,20.88435374,166,1.427343078,49.27446887,39.92017338,10.53782737,5.697978316,3,3,4,4,4 (12.4% - 24.8%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,2913314,0.507308684,3 (33.1 - 60.6),3 (36 - 61.7),4 (5 - 242),2,2 (1.1 - 2.2),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,North Carolina,NC,2019,37,All States,4,Completed Profile Survey,South,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,More than 10 million,100.1 - 500 people per square mile,1670,2184,1898,286,1664,1664,,0,0,450,1448,No,,228,12.01264489,177,1.05988024,15.86562427,15.92283204,2.173895632,1.687629504,2,1,2,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,10488084,1.71257485,2 (15.6 - 33),1 (5.2 - 15.9),2 (1 - 2.2),3,3 (2.2 - 7.5),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,Massachusetts,MA,2019,25,All States,1,Completed Profile Survey,New England,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,More than 500 people per square mile,2770,3115,2995,120,2561,2561,,0,0,1450,1554,Yes,,225,7.512520868,247,0.891696751,37.15631317,40.18859332,3.264416425,3.583603808,3,3,3,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,6892503,0.433212996,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,Washington,WA,2019,53,All States,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,1796,1982,1886,96,1823.8,1823.8,,0,338,1625,19,Yes,,90,4.772004242,221,1.230512249,23.95043502,23.58536095,1.18189448,2.902207556,2,2,2,1,1 (0.7% - 4.8%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,7614893,0.534521158,2 (15.6 - 33),2 (15.9 - 35.9),2 (1 - 2.2),2,2 (1.1 - 2.2),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,Minnesota,MN,2019,27,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1487,1596,1590,6,1504,1504,,0,202,1363,25,No,,103,6.477987421,135,0.907868191,26.66840673,26.36696863,1.826360302,2.393773211,2,2,2,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,5639632,0.040349697,2 (15.6 - 33),2 (15.9 - 35.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,Federated States of Micronesia,FM,2019,64,Island Areas,9,Completed Profile Survey,West,Island Area,Island Area,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,75,115,85,30,85,85,,,,,,No,,10,11.76470588,2,0.266666667,76.57657658,67.56756757,9.009009009,1.801801802,4,4,4,3,3 (6.9% - 12.4%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,111000,4,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Pennsylvania,PA,2019,42,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Mixed,Mixed,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1092,1449,1343,106,1116.2,1116.2,,0,647,845,0,Yes,,251,18.68950112,105,0.961538462,8.718957656,8.52992453,1.960632836,0.820185051,1,1,2,4,4 (12.4% - 24.8%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,12801989,0.970695971,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,Mississippi,MS,2019,28,All States,4,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1635,2188,1765,423,1765,1765,,650,100,869,146,Yes,,130,7.365439094,478,2.923547401,59.30482647,54.9367656,4.368060873,16.06102383,3,3,3,3,3 (6.9% - 12.4%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,2976149,2.587155963,3 (33.1 - 60.6),3 (36 - 61.7),3 (2.3 - 5),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Indiana,IN,2019,18,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,100.1 - 500 people per square mile,707,779,776,3,776,776,,0,0,558,191,Yes,,69,8.891752577,93,1.315417256,11.52666008,10.50173799,1.024922095,1.381416736,1,1,2,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,6732219,0.042432815,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,Maine,ME,2019,23,All States,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,295,414,334,80,324.5,324.5,,0,62,334,0,No,,39,11.67664671,52,1.762711864,24.14053736,21.94594305,2.901328064,3.868437419,2,2,3,3,3 (6.9% - 12.4%),4,4 (1.8 - 4.7),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1344212,2.711864407,2 (15.6 - 33),2 (15.9 - 35.9),3 (2.3 - 5),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,New Mexico,NM,2019,35,All States,6,Completed Profile Survey,South,Centralized,Centralized/Largely Centralized,Freestanding/independent,2 million to 10 million,Less than 20 people per square mile,2785,3625,3595,30,3587.5,3587.5,,,823,173,,No,,810,22.53129346,681,2.44524237,171.0916818,132.8196052,38.62975951,32.47761262,4,4,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,2096829,0.107719928,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,Utah,UT,2019,49,All States,8,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,1182,1234,1194,40,1050,1050,,0,10,1184,0,No,,12,1.005025126,178,1.505922166,32.75152076,36.8688548,0.374303094,5.552162567,3,2,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,3205958,0.338409476,3 (33.1 - 60.6),2 (15.9 - 35.9),1 (0.1 - 0.9),2,2 (1.1 - 2.2),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,New Hampshire,NH,2019,33,All States,1,Completed Profile Survey,New England,Largely Centralized,Centralized/Largely Centralized,Under an umbrella,Less than 2 million,100.1 - 500 people per square mile,237,267.5,262,5.5,215,215,,0,0,262,0,No,,25,9.541984733,26,1.097046414,15.81218362,17.4301745,1.838626002,1.912171042,2,1,2,3,3 (6.9% - 12.4%),2,2 (1 - 1.3),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1359711,0.232067511,2 (15.6 - 33),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,Kentucky,KY,2019,21,All States,4,Completed Profile Survey,South,Shared,Shared/Largely Shared,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,425,563,449,114,440,440,,33,0,416,0,No,,24,5.345211581,37,0.870588235,9.84852741,9.512782158,0.537192404,0.828171623,1,1,1,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,4467673,2.682352941,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Idaho,ID,2019,16,All States,10,Completed Profile Survey,West,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,238,266,248,18,243.09,243.09,,0,0,243.09,0,Yes,,10,4.032258065,39,1.638655462,13.60275088,13.31792632,0.559576736,2.182349271,1,1,1,1,1 (0.7% - 4.8%),3,3 (1.3 - 1.7),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1787065,0.756302521,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),1,1 (0 - 1.1),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,Texas,TX,2019,48,All States,6,Completed Profile Survey,South,Largely Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,2793,3188,3054,134,3311.95,3311.95,,0,1452,1997,0,No,,261,8.546168959,585,2.094522019,11.42213958,9.632402616,0.900127849,2.017527938,1,1,1,3,3 (6.9% - 12.4%),4,4 (1.8 - 4.7),2,2 (1.8 - 4.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,28995881,0.479770856,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),1,1 (0 - 1.1),2,2 (0.5 - 0.9),1,1,,,,,,,,
WOCCCNA01,Illinois,IL,2019,17,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,1159,1199,1169,30,1169,1169,,0,610,20,773,No,,10,0.855431993,,,9.225193443,9.146278187,0.078915256,,1,1,1,1,1 (0.7% - 4.8%),,,,,,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,12671821,0.258843831,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),1,1 (0 - 1.1),1,1 (0 - 0.5),1,1,,,,,,,,
WOCCCNA01,District of Columbia,DC,2019,11,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,More than 500 people per square mile,627,663,663,,575,575,,,,,,Yes,,36,5.429864253,64,1.020733652,81.47372508,88.84178369,5.100963657,9.068379835,4,4,4,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,705749,,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),,,,,1,1,,,,,,,,
WOCCCNA01,Hawaii,HI,2019,15,All States,9,Completed Profile Survey,West,Centralized,Centralized/Largely Centralized,Freestanding/independent,Less than 2 million,100.1 - 500 people per square mile,2688,3510,2827,683,2761,2761,,3510,0,3510,0,No,,139,4.91687301,147,0.546875,195.0035031,189.8476699,9.817271618,10.38229445,4,4,4,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),4,4 (10.4 - 250),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1415872,2.540922619,4 (60.6 - 1220),4 (61.7 - 700),4 (5 - 242),4,4 (7.5 - 596),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Michigan,MI,2019,26,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,2 million to 10 million,100.1 - 500 people per square mile,428,885,511,374,515,515,,0,0,539,31,No,,83,16.24266145,36,0.841121495,5.156777553,4.285632607,0.831092305,0.360473771,1,1,1,4,4 (12.4% - 24.8%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,9986857,8.738317757,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
WOCCCNA01,Ohio,OH,2019,39,All States,5,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,More than 10 million,100.1 - 500 people per square mile,883,1131,1049,82,1044.5,1044.5,,0,72,895,166,Yes,,166,15.82459485,135,1.528878822,8.935675116,7.554046077,1.420126443,1.154922107,1,1,2,4,4 (12.4% - 24.8%),3,3 (1.3 - 1.7),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,11689100,0.928652322,1 (4.3 - 15.6),1 (5.2 - 15.9),2 (1 - 2.2),1,1 (0 - 1.1),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,Iowa,IA,2019,19,All States,7,Completed Profile Survey,Mountain/Midwest,Decentralized,Decentralized/Largely Decentralized,Freestanding/independent,2 million to 10 million,20 - 100 people per square mile,445,515,471,44,413,413,,0,0,471,0,Yes,,26,5.520169851,37,0.831460674,13.09004238,14.10428295,0.824070464,1.172715661,1,1,1,2,2 (4.9% - 6.9%),1,1 (0.1 - 1),1,1 (0.2 - 1.8),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,3155070,0.988764045,1 (4.3 - 15.6),1 (5.2 - 15.9),1 (0.1 - 0.9),2,2 (1.1 - 2.2),3,3 (0.9 - 2),1,1,,,,,,,,
WOCCCNA01,West Virginia,WV,2019,54,All States,3,Completed Profile Survey,Middle Atlantic and Great Lakes,Decentralized,Decentralized/Largely Decentralized,Under an umbrella,Less than 2 million,20 - 100 people per square mile,471,737,624,113,620.43,620.43,,0,47,577,0,No,,153,24.51923077,112,2.377919321,34.61936995,26.28132625,8.537246108,6.249487347,2,2,4,4,4 (12.4% - 24.8%),4,4 (1.8 - 4.7),3,3 (4.8 - 10.4),,Clinical Occupations,Certified nursing assistant,Regular,Data Not Collected,,,,,,,1792147,2.399150743,2 (15.6 - 33),2 (15.9 - 35.9),4 (5 - 242),3,3 (2.2 - 7.5),4,4 (2.1 - 8.7),1,1,,,,,,,,
